"구분",화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
"공중화장실",송탄미술관 옆,대전광역시 유성구 와룡로 107-33 (송강동),대전광역시 유성구 송강동 283,N,1,1,0,0,0,0,1,0,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2007-01,36.4369057876,127.380671,2020-02-29
"공중화장실",유림근린공원,,대전광역시 유성구 봉명동 1013,N,1,1,0,0,0,0,2,0,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2009-01,36.361223,127.360322,2020-02-29
"공중화장실",유림근린공원,대전광역시 유성구 어은로 22 (봉명동),대전광역시 유성구 봉명동 496-39,N,2,3,1,0,0,0,5,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2009-01,36.3608053277,127.359289,2020-02-29
"공중화장실",솔마루공원,대전광역시 유성구 진잠로 172 (원내동),대전광역시 유성구 원내동 81,N,1,1,1,1,0,0,1,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2009-01,36.303772,127.320505,2020-02-29
"공중화장실",전민게이트볼장,,대전광역시 유성구 전민동 464-4,N,1,1,0,0,0,0,2,1,0,대전광역시 유성구청,042-611-2369,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2009-01,36.399962,127.410674,2020-02-29
"공중화장실",진잠체육공원,,대전광역시 유성구 원내동 358,N,2,2,1,1,0,0,7,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2010-01,36.2954104166,127.3206007598,2020-02-29
"공중화장실",희망쉼터,,대전광역시 유성구 자운동 41-10,N,1,2,0,0,0,0,2,1,0,대전광역시 유성구청,042-611-2369,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2010-01,36.396671,127.347847,2020-02-29
"공중화장실",북대전IC광장,대전광역시 유성구 대덕대로 977 (화암동),대전광역시 유성구 화암동 194-19,N,3,2,1,1,0,0,5,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2010-01,36.4164902581,127.3768778966,2020-02-29
"공중화장실",창리어린이공원,대전광역시 유성구 계룡로26번길 18 (구암동),대전광역시 유성구 구암동 588-9,N,1,3,1,0,0,0,2,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2011-01,36.355106,127.333196,2020-02-29
"공중화장실",욧골어린이공원,대전광역시 유성구 궁동로18번길 24 (궁동),대전광역시 유성구 궁동 413-7,N,1,3,1,0,0,0,2,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2011-01,36.3627003948,127.3486739307,2020-02-29
"공중화장실",세미래공원,대전광역시 유성구 반석서로83번길 43-18 (반석동),대전광역시 유성구 반석동 115-1,N,1,2,1,0,0,0,3,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2011-01,36.397565,127.308019,2020-02-29
"공중화장실",문화공원,,대전광역시 유성구 봉명동 574,N,2,3,1,0,0,0,3,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2011-01,36.355741,127.345414,2020-02-29
"공중화장실",삽재고개,,대전광역시 유성구 갑동 산 40-1,N,1,1,0,0,0,0,1,0,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2011-01,36.360799,127.273846,2020-02-29
"공중화장실",구암동화장실,,대전광역시 유성구 구암동 527-218,N,1,2,1,1,0,0,4,1,0,대전광역시 유성구청,042-611-2519,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2012-01,36.357036,127.331899,2020-02-29
"공중화장실",시간공원,,대전광역시 유성구 덕명동 527,N,2,3,1,0,0,0,5,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2012-01,36.357511,127.304407,2020-02-29
"공중화장실",미로공원,,대전광역시 유성구 덕명동 584,N,1,1,1,0,0,0,2,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2012-01,36.356629,127.307857,2020-02-29
"공중화장실",용반들근린공원,,대전광역시 유성구 봉명동 1025-1,N,2,2,1,1,0,0,4,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2012-01,36.352022,127.342593,2020-02-29
"공중화장실",작은내수변공원,,대전광역시 유성구 봉명동 1057,N,2,3,1,1,0,0,5,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2012-01,36.343927,127.342404,2020-02-29
"공중화장실",상대근린공원,,대전광역시 유성구 상대동 458-2,N,2,3,1,0,0,0,5,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2012-01,36.345224,127.332389,2020-02-29
"공중화장실",천년근린공원,,대전광역시 유성구 상대동 484-5,N,2,3,1,0,0,0,5,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2012-01,36.342241,127.337316,2020-02-29
"공중화장실",송강게이트볼장,,대전광역시 유성구 송강동 36-2,N,1,1,1,1,0,0,2,1,0,대전광역시 유성구청,042-611-2081,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2012-01,36.434393,127.386379,2020-02-29
"공중화장실",덜레기근린공원,,대전광역시 유성구 원신흥동 523,N,2,2,1,1,0,0,4,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2012-01,36.333746,127.346143,2020-02-29
"공중화장실",해랑숲근린공원,,대전광역시 유성구 지족동 1067,N,2,2,1,0,0,0,3,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2012-01,36.386425,127.307995,2020-02-29
"공중화장실",갈마봉근린공원게이트볼장,대전광역시 유성구 지족로 328번길 123,대전광역시 유성구 지족동 837,N,1,1,0,0,0,0,1,0,0,대전광역시 유성구청,042-611-2830,(평일)09:00~18:00+(주말)09:00~18:00+(공휴일)09:00~18:00,2012-01,36.3840227494,127.3174244300,2020-02-29
"공중화장실",복용근린공원,대전광역시 유성구 복용북로18번길 20 (복용동),대전광역시 유성구 복용동 456-4,N,3,2,0,1,0,0,3,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2013-01,36.343301,127.309624,2020-02-29
"공중화장실",엉고개어린이공원,대전광역시 유성구 구즉로 26 (송강동),대전광역시 유성구 송강동 200-3,N,0,1,1,0,0,0,0,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2013-01,36.4314699178,127.384071,2020-02-29
"공중화장실",주막어린이공원,대전광역시 유성구 신성로 65 (신성동),대전광역시 유성구 신성동 141-4,N,1,1,1,1,0,0,2,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2013-01,36.389768,127.347972,2020-02-29
"공중화장실",말바위어린이공원,대전광역시 유성구 신성남로 91-9 (신성동),대전광역시 유성구 신성동 151,N,1,1,0,0,0,0,1,0,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2013-01,36.388494,127.352407,2020-02-29
"공중화장실",금성근린공원,대전광역시 유성구 신성로58번길 38-4 (신성동),대전광역시 유성구 신성동 206,N,0,0,1,1,0,0,0,1,0,대전광역시 유성구청,042-611-2394,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2013-01,36.38753113,127.3481116,2020-02-29
"공중화장실",전광어린이공원,대전광역시 유성구 전민로18번길 22 (전민동),대전광역시 유성구 전민동 369-1,N,1,2,0,0,0,0,1,0,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2013-01,36.397744,127.4032017,2020-02-29
"공중화장실",학하유수지B,대전광역시 유성구 지족로364번길 40 (지족동),대전광역시 유성구 학하동 767,N,1,1,0,0,0,0,0,0,0,대전광역시 유성구청,042-611-2519,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2013-01,36.3851990965,127.3183379,2020-02-29
"공중화장실",반석공원,,대전광역시 유성구 반석동 17-2,N,0,1,1,0,0,0,1,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2014-01,36.390154,127.317069,2020-02-29
"공중화장실",유성명물문화공원,,대전광역시 유성구 봉명동 574,N,1,2,1,0,0,0,2,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2014-01,36.355741,127.345414,2020-02-29
"공중화장실",장대동 화장실,,대전광역시 유성구 장대동 378,N,1,1,0,0,0,0,1,1,0,대전광역시 유성구청,042-611-2519,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2014-01,36.361958,127.340203,2020-02-29
"공중화장실",외삼동 여가녹지,,대전광역시 유성구 외삼동 338-3,N,1,1,0,0,0,0,1,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2015-01,36.399672,127.307778,2020-02-29
"공중화장실",수통골주차장,,대전광역시 유성구 계산동 667-2,N,1,2,1,1,0,0,4,1,0,대전광역시 유성구청,042-611-2956,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2015-01,36.345248,127.289687,2020-02-29
"공중화장실",죽동근린공원,대전광역시 유성구 유성대로935번길 51 (죽동),대전광역시 유성구 죽동 산9-1,N,3,3,1,0,0,0,6,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2015-01,36.377104,127.336252,2020-02-29
"공중화장실",수천이들근린공원,대전광역시 유성구 신성로 134 (신성동),대전광역시 유성구 신성동 494,N,2,3,1,0,0,0,5,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2015-01,36.3938099626,127.3532001052,2020-02-29
"공중화장실",한방족욕카페,,대전광역시 유성구 봉명동 574,N,1,2,0,0,0,0,3,0,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2016-01,36.355741,127.345414,2020-02-29
"공중화장실",강변어린이공원,대전광역시 유성구 엑스포로446번길 70 (문지동),대전광역시 유성구 문지동 664,N,0,0,1,1,0,0,1,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2016-01,36.396431,127.409196,2020-02-29
"공중화장실",문지어린이공원,대전광역시 유성구 문지로316번길 5 (문지동),대전광역시 유성구 문지동 637-7,N,0,0,1,1,0,0,1,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2016-01,36.3952388294,127.4071167228,2020-02-29
"공중화장실",민마루근린공원,대전광역시 유성구 문지로 282-23 (문지동),대전광역시 유성구 문지동 673,N,2,1,1,1,0,0,4,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2016-01,36.392222,127.407444,2020-02-29
"공중화장실",방죽어린이공원,대전광역시 유성구 월드컵대로275번길 48 (구암동),대전광역시 유성구 구암동 618-1,N,0,0,1,1,0,0,1,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2017-01,36.350639,127.332087,2020-02-29
"공중화장실",궁동근린공원,,대전광역시 유성구 궁동 391,N,0,0,1,1,0,0,0,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2018-01,36.364883,127.351065,2020-02-29
"공중화장실",우산봉어린이공원,,대전광역시 유성구 지족동 1111,N,1,1,1,1,0,0,1,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2018-01,36.389321,127.3046972,2020-02-29
"공중화장실",윗관들어린이공원,대전광역시 유성구 관들3길 46 (관평동),대전광역시 유성구 관평동 1007,N,0,1,1,0,0,0,2,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2018-01,36.423132,127.390839,2020-02-29
"공중화장실",봉산어린이공원,,대전광역시 유성구 봉산동 216,Y,0,2,0,0,0,0,1,0,0,대전광역시 유성구청,042-611-2830,(평일)09:00~24:00+(주말)09:00~24:00+(공휴일)09:00~24:00,2019-01,36.435861,127.387885,2020-02-29
"공중화장실",별밭어린이공원,대전광역시 유성구 학하로 84,,N,0,2,1,0,0,0,1,1,0,대전광역시 유성구청,042-611-2830,(평일)09:00~22:00+(주말)09:00~22:00+(공휴일)09:00~22:10,2019-01,36.3407640074,127.3058825520,2020-02-29
"공중화장실",학의숲유아숲,,대전광역시 유성구 계산동 산19-1,N,0,0,1,1,0,0,1,0,0,대전광역시 유성구청,042-611-2830,(평일)09:00~22:00+(주말)09:00~22:00+(공휴일)09:00~22:10,2019-01,,,2020-02-29
